ContractReference;EconomicActivity 
112075;PARTIC
1121697410001;PARTIC
111735;PARTIC
1119639271001;PARTIC
1118032310001;PARTIC
1121075071003;PARTIC
1119615071003;PARTIC
1121174771001;PARTIC
112307;PARTIC
1117743371002;PARTIC
1123134071003;PARTIC
1117828571003;PARTIC
112262;PARTIC
112315971003;PARTIC
1122621471001;PARTIC
1124468471001;PARTIC
1122733271002;PARTIC
1121235771003;PARTIC
1121347570002;SERV
1122871671001;PARTIC
112449;PARTIC
112120;PARTIC
1123071004;PARTIC
1121308810001;PARTIC
1123072001;PARTIC
1123085171003;PARTIC
112104471003;PARTIC
1124505270001;PARTIC
1121048471004;PARTIC
1123620470001;PARTIC
1123705671001;PARTIC
1124828571003;PARTIC
1121957871001;PARTIC
1124881710001;PARTIC
1121984410001;PARTIC
1124916171003;PARTIC
112539570002;PARTIC
1123306815001;PARTIC
112539571004;PARTIC
1125781071005;PARTIC
1126043471001;PARTIC
1126082171002;PARTIC
112636;PARTIC
112778;PARTIC
1123483910001;PARTIC
1129113540002;COMER
112965;PARTIC
1125839671004;PARTIC
1126515371001;PARTIC
1128800310001;PARTIC
1129113510001;COMER
113208;PARTIC
113021;PARTIC
113115570001;COMER
1131169371001;PARTIC
11271;PARTIC
1132129671001;PARTIC
1133043471001;PARTIC
1129113572001;COMER
1129599410001;PARTIC
1129648371001;PARTIC
1134253971001;PARTIC
1133067671001;PARTIC
113350;PARTIC
1134003770001;PARTIC
1131244871004;PARTIC
113139715001;NULL
1132603910001;PARTIC
1134003771002;PARTIC
1133016871003;PARTIC
113438871006;PARTIC
1134652771001;PARTIC
113492;PARTIC
113537;NULL
113163;PARTIC
1131867271001;PARTIC
1132842010001;PARTIC
113713771006;PARTIC
1135039071007;PARTIC
1135340510001;ESTADO
1135401570002;SERV
1135576271001;PARTIC
11355771001;PARTIC
1134253973001;PARTIC
1137661871002;PARTIC
113724;PARTIC
1137486671001;PARTIC
1137708371001;PARTIC
112989171006;PARTIC
1130160671003;PARTIC
1137734971002;PARTIC
1137508971002;PARTIC
1132379871003;PARTIC
1125878371001;PARTIC
112591;PARTIC
1137797871003;PARTIC
1137822571001;PARTIC
1137958571003;PARTIC
1136687071001;PARTIC
113679;PARTIC
113752471002;PARTIC
1128053510001;PARTIC
112823;PARTIC
1137635271002;PARTIC
1128252910001;SERV
1128252940001;SERV
113764571005;PARTIC
1136874371001;PARTIC
1138011871001;PARTIC
1138262071004;PARTIC
1138585371001;PARTIC
113866;PARTIC
1138660871001;PARTIC
1138821571001;PARTIC
1138845771001;PARTIC
1138921271003;PARTIC
113911;PARTIC
1139110571001;PARTIC
1139185571001;PARTIC
1139207871001;PARTIC
1139234471001;PARTIC
1139246571001;PARTIC
1140777671005;PARTIC
1141441271001;PARTIC
1141614071006;PARTIC
1141652710001;PARTIC
1141737971001;PARTIC
1141791110001;PARTIC
113925271004;PARTIC
1139258671001;PARTIC
1139358371004;PARTIC
1139433871002;PARTIC
1139696171002;PARTIC
1139818171005;PARTIC
1139995270001;PARTIC
1140016871004;PARTIC
1140043471001;PARTIC
1140230771001;PARTIC
1140393310001;NULL
1142452371001;PARTIC
114251;PARTIC
1142588371003;PARTIC
1142749010001;PARTIC
1142202110001;PARTIC
114226371001;PARTIC
1142291671002;PARTIC
1142413671001;PARTIC
1143512371001;PARTIC
1143636271001;PARTIC
1143636271003;PARTIC
1143709371002;PARTIC
114391371004;PARTIC
114393;PARTIC
1144698171004;PARTIC
1145208871001;PARTIC
1145259671001;PARTIC
1145408271003;PARTIC
114413671005;PARTIC
114438;PARTIC
1144535515001;PARTIC
1144635271001;PARTIC
1145473577001;IND TRANSF
1145473577002;IND TRANSF
1145758171002;PARTIC
114580;PARTIC
1145833671004;PARTIC
1145972071004;PARTIC
1145984171001;PARTIC
1146173470002;COMER
114625;PARTIC
1146606671006;PARTIC
114767;PARTIC
1146944470035;COMER
1147218971001;PARTIC
1147270002;PARTIC
1148283271002;PARTIC
1148368471004;PARTIC
1146645310001;PARTIC
1142089871003;PARTIC
1147717471001;PARTIC
1147967609001;PARTIC
1147967615001;PARTIC
114812;PARTIC
1148132770002;PARTIC
1148132771005;PARTIC
114909771005;PARTIC
114954;PARTIC
115010;PARTIC
1146871371001;PARTIC
1142962971003;PARTIC
1150152210001;PARTIC
1148529110001;PARTIC
1150325071001;PARTIC
115040471004;PARTIC
1148728510002;PARTIC
1148728571003;PARTIC
1147271002;PARTIC
1151973010001;PARTIC
1152074771001;PARTIC
1152906771001;PARTIC
1142987171003;PARTIC
1147418371001;PARTIC
1153134771004;PARTIC
1150451371001;PARTIC
115152;PARTIC
1144324071003;PARTIC
1153844710001;PARTIC
115436871003;PARTIC
1154768271002;PARTIC
1154943471005;PARTIC
1153273171001;PARTIC
115339;PARTIC
114875371004;PARTIC
1153732971003;PARTIC
1156231471003;PARTIC
115624173002;PARTIC
1156279871001;PARTIC
114576271006;PARTIC
115526;PARTIC
1150908771007;PARTIC
1156282271003;PARTIC
11458;PARTIC
1151236471001;PARTIC
1156355371001;PARTIC
115668;PARTIC
1156715471002;PARTIC
1156965671005;PARTIC
115713;PARTIC
1157016571001;PARTIC
1157553771003;PARTIC
1157031010001;PARTIC
1157116210001;PARTIC
1156430871001;PARTIC
115855;PARTIC
115325071002;PARTIC
1157641310001;PARTIC
115798871002;PARTIC
1158239171001;PARTIC
1158377571003;PARTIC
115935371005;PARTIC
115898571003;PARTIC
115908771004;PARTIC
1153273115001;PARTIC
1159091971001;PARTIC
1159288971007;PARTIC
1159325710001;PARTIC
115998271001;PARTIC
115481;PARTIC
1159370003;PARTIC
115959571005;PARTIC
1159736671002;PARTIC
115997;PARTIC
1160696171004;PARTIC
1160696171005;PARTIC
1160008415001;IND TRANSF
1160008470001;IND TRANSF
1160319640002;PROM IMOB
116053;PARTIC
116075771004;PARTIC
1160871371004;PARTIC
1161121670001;PARTIC
1156815171001;PARTIC
1154145871004;PARTIC
1156880471002;PARTIC
115294;PARTIC
115300871001;PARTIC
1161532571001;PARTIC
1153073771002;PARTIC
1161532571002;PARTIC
116195;PARTIC
11616115001;PARTIC
11616170001;PARTIC
1160146871001;PARTIC
1160246510001;PARTIC
1161756171001;PARTIC
1155767271002;PARTIC
116199671002;PARTIC
1155978771001;PARTIC
1161805010001;PARTIC
116112571001;PARTIC
1158625840001;CONSTR
1159464171006;PARTIC
1162468171001;PARTIC
114109;PARTIC
1141239471001;PARTIC
1162682071001;PARTIC
116309571005;PARTIC
116309571007;PARTIC
1163143871004;PARTIC
116336171003;PARTIC
1163367410001;PARTIC
1164938071002;PARTIC
1163430871001;PARTIC
116350671004;PARTIC
116374871005;PARTIC
116382;PARTIC
1164004471003;PARTIC
116411671004;PARTIC
1165465171001;PARTIC
116427;PARTIC
1164293371001;PARTIC
11645;PARTIC
1164592473001;PARTIC
116240;PARTIC
1164891571002;PARTIC
1165489371001;PARTIC
116559771001;PARTIC
1162716471004;PARTIC
116635271004;PARTIC
1166612710001;PARTIC
116686071006;PARTIC
116708371004;PARTIC
116797871004;PARTIC
116808071006;PARTIC
1168248271001;PARTIC
116834671004;PARTIC
1168462170002;PROM IMOB
1168462177001;PROM IMOB
116861271003;PARTIC
1168819871001;PARTIC
1169585071001;PARTIC
1169969315001;PARTIC
116608671004;PARTIC
116614;PARTIC
117036071006;PARTIC
1170455071001;PARTIC
114189573002;PARTIC
1170642371002;PARTIC
116722871005;PARTIC
116756;NULL
116773671005;PARTIC
117074771003;PARTIC
1171614710001;PARTIC
116846771006;PARTIC
117211271004;PARTIC
117223371003;PARTIC
116898;NULL
1168996971001;PARTIC
116943;PARTIC
117247571001;PARTIC
1172540671001;PARTIC
117262071003;PARTIC
117328;PARTIC
117096;PARTIC
1171167071003;PARTIC
117283;PARTIC
117298310002;PARTIC
1173871003;PARTIC
1171215971003;PARTIC
1175150971003;PARTIC
1175248271001;PARTIC
1176407971002;PARTIC
1176572910001;PARTIC
1176572971001;PARTIC
117697171004;PARTIC
1170044171003;PARTIC
1178021610001;PARTIC
1173189271002;PARTIC
117702;PARTIC
1178072410001;PARTIC
117558710001;PARTIC
1175708071001;PARTIC
1177058971001;PARTIC
1178184210001;PARTIC
1178283971003;PARTIC
117844;PARTIC
1178979471002;PARTIC
1179404971004;PARTIC
1180226071002;PARTIC
1180226071003;PARTIC
1175075471001;PARTIC
117186571004;PARTIC
1180301571002;PARTIC
117515;PARTIC
118085815002;PARTIC
1180962671002;PARTIC
118110510001;PARTIC
118061670006;PROM IMOB
1181509671001;PARTIC
1182;PARTIC
118229;PARTIC
118346271001;PARTIC
1178804715001;PARTIC
118371;PARTIC
117758171002;PARTIC
117986;PARTIC
1183719171001;PARTIC
11742471003;PARTIC
117470;PARTIC
1183772371001;PARTIC
1183818871002;PARTIC
117758115001;PARTIC
1183558471001;PARTIC
118358371003;PARTIC
118360710001;PARTIC
1175873071001;PARTIC
11787;COMER
1176560871001;PARTIC
1183869671001;PARTIC
118397010001;PARTIC
118416;PARTIC
1184472270003;SERV
118042;PARTIC
118603;PARTIC
118545671004;PARTIC
118558;PARTIC
1186156670001;COMER
1186232171001;PARTIC
1186954210001;COMER
1186954240001;COMER
118059271002;PARTIC
1188341971001;PARTIC
1188439271007;PARTIC
118745;PARTIC
118184;PARTIC
1188990971001;PARTIC
119007473002;PARTIC
119130;PARTIC
1191307271001;PARTIC
1191421410001;PARTIC
1191669271002;PARTIC
1188553410001;PARTIC
1169969371001;PARTIC
1181874071001;PARTIC
1191856571001;PARTIC
118932;PARTIC
1192021671002;PARTIC
11832;PARTIC
1192369171003;PARTIC
1191307270001;PARTIC
1187478971002;PARTIC
1187554471002;PARTIC
1192583010001;PARTIC
1191632971002;PARTIC
119459;PARTIC
119272;PARTIC
1192831371001;PARTIC
1193168770001;PARTIC
1193168771002;PARTIC
119317;PARTIC
1193183210001;PARTIC
119318673001;PARTIC
1193455771001;PARTIC
119085;PARTIC
1191134410001;PARTIC
1193543310001;PARTIC
1193742771001;PARTIC
1194753810001;PARTIC
1193766971002;PARTIC
119504;PARTIC
1195054971001;PARTIC
1192755871001;PARTIC
1195142510002;PARTIC
1196690871001;PARTIC
1197451770001;PARTIC
119833;PARTIC
1198598810001;PARTIC
1198662271001;PARTIC
1195441671001;PARTIC
1196776071001;PARTIC
1198190371003;PARTIC
1199646771001;PARTIC
119975;PARTIC
1199773071002;PARTIC
1199872771001;PARTIC
1182897270002;COMER
118887;PARTIC
1188888810001;PARTIC
1200118771001;PARTIC
1182873070001;PARTIC
118110571001;PARTIC
119788;PARTIC
1188689410001;OUTROS
1187281971004;PARTIC
1187281971005;PARTIC
1194043871003;PARTIC
1200184071001;PARTIC
1199374271001;PARTIC
1200556271001;PARTIC
1201893071003;PARTIC
1195949871001;PARTIC
1196177871002;PARTIC
1200867471002;PARTIC
1196292071002;PARTIC
119646;PARTIC
1199423171002;PARTIC
1197524871002;PARTIC
120220;PARTIC
1197750871004;PARTIC
1202216471001;PARTIC
1201893071002;PARTIC
1200157471001;PARTIC
120253971006;PARTIC
1202641810001;PARTIC
1202889671001;PARTIC
1202892071008;PARTIC
1203713971003;PARTIC
1203764771001;PARTIC
1204513571001;PARTIC
1204790371001;PARTIC
1205288471001;PARTIC
120626171005;PARTIC
12030;PARTIC
120362;PARTIC
1199547071001;PARTIC
1205811671001;PARTIC
1201715971004;PARTIC
1205288410001;PARTIC
1208061871001;PARTIC
120591771004;PARTIC
1208173671001;PARTIC
121039071001;PARTIC
120033;PARTIC
120949471005;PARTIC
1210327271001;PARTIC
1210453510001;PARTIC
1210602110001;PARTIC
1210602171001;PARTIC
1200344710002;PARTIC
1207858071002;PARTIC
121121;PARTIC
121191971004;PARTIC
120691;PARTIC
120923;PARTIC
120407;PARTIC
120175;PARTIC
1204277371001;PARTIC
1201866410001;PARTIC
1208460610001;PARTIC
1201866471001;PARTIC
1201893070001;PARTIC
1211053771002;PARTIC
1205390570003;AGROIND
1205390570004;AGROIND
120878;PARTIC
121308;PARTIC
1214223510002;PARTIC
1211189715001;PARTIC
120825571005;PARTIC
1208360971001;PARTIC
1215421971002;PARTIC
121549671001;PARTIC
121552071004;PARTIC
1215584571006;PARTIC
121076;PARTIC
1215718670001;COMER
1215783971002;PARTIC
121592;PARTIC
1216184773001;PARTIC
1216306771001;PARTIC
121749070002;ESTADO
121779;NULL
12179515001;PARTIC
1218056471002;PARTIC
1218182771002;PARTIC
1216870573001;PARTIC
12172;PARTIC
1217432071002;PARTIC
1218528310001;PARTIC
121909771004;PARTIC
121836671001;PARTIC
1220088071001;PARTIC
121637;PARTIC
121252970004;PESCA
1216571471002;PARTIC
121450;PARTIC
121966;PARTIC
121999271007;PARTIC
1206997471002;PARTIC
120736;PARTIC
121476571001;PARTIC
1215073910001;PARTIC
122001770003;PARTIC
1219004671001;PARTIC
1207610210001;PARTIC
1219342471001;PARTIC
121263;PARTIC
121936315001;PARTIC
1215706571002;PARTIC
1215718670005;COMER
121824;PARTIC
1220149071002;PARTIC
120549;PARTIC
1218404471003;PARTIC
122022;PARTIC
1220450571001;PARTIC
1220973271002;PARTIC
1221012070002;PARTIC
1221109371002;PARTIC
1221198810001;PARTIC
122125615001;PARTIC
1221323271001;PARTIC
122149840001;SERV
122152271001;PARTIC
122164;PARTIC
12217;PARTIC
1220149071001;PARTIC
122190971001;PARTIC
122209;PARTIC
1219580570006;PARTIC
122290690160;CONSTR
122290690165;CONSTR
1220511571003;PARTIC
122290690168;CONSTR
122290690169;CONSTR
122290690170;CONSTR
122290690171;CONSTR
122290690172;CONSTR
1223058471004;PARTIC
122149815001;SERV
1223121871002;PARTIC
1223146070001;PARTIC
1222147071003;PARTIC
1222197871003;PARTIC
1222208071004;PARTIC
122290610001;CONSTR
122290640003;CONSTR
122290670006;CONSTR
122390370001;PARTIC
122400515001;PARTIC
122400570001;PARTIC
122451370004;NULL
1223207010002;PARTIC
1223418571003;PARTIC
1223856071003;PARTIC
1222161571002;PARTIC
1223894771002;PARTIC
122475571005;PARTIC
1224881671001;PARTIC
122493;PARTIC
1224930571002;PARTIC
1225117471001;PARTIC
122548670001;PARTIC
12267171002;PARTIC
1224320271001;PARTIC
122680;PARTIC
1225217171002;PARTIC
1226826471001;PARTIC
122351;PARTIC
1223717671002;PARTIC
122723871007;PARTIC
122536571005;PARTIC
122725;PARTIC
1227326971001;PARTIC
122551071004;PARTIC
122563173002;PARTIC
122575271005;PARTIC
1228089771002;PARTIC
1228141071004;PARTIC
1228165271002;PARTIC
1228325971004;PARTIC
122536570004;PARTIC
1225803271004;PARTIC
1228800215001;PARTIC
1228800271002;PARTIC
1228851015001;PARTIC
1228851071001;PARTIC
1226427671003;PARTIC
1228948371004;PARTIC
1228948371005;PARTIC
1227392271003;PARTIC
1227477471002;PARTIC
1227591671003;PARTIC
1227613971005;PARTIC
1227638171001;PARTIC
1229188471005;PARTIC
1228425671003;PARTIC
1228625070001;SERV
122867;PARTIC
1228687971003;PARTIC
1228899471003;PARTIC
1228912071003;PARTIC
1229213110001;PARTIC
122662871004;PARTIC
122912;PARTIC
1229947371001;PARTIC
1230107371004;PARTIC
1229190871002;PARTIC
1227;PARTIC
1230158110001;PARTIC
1230196871004;PARTIC
1230284471003;PARTIC
1229735873002;PARTIC
1229762471005;PARTIC
1230369610001;PARTIC
1230445110001;PARTIC
123065;PARTIC
1230617910001;CONSTR
1230617940001;CONSTR
1229225271004;PARTIC
1227852071001;PARTIC
1230296571002;PARTIC
1230296571003;PARTIC
1230221571004;PARTIC
1229609571003;PARTIC
1231256871004;PARTIC
1229835571001;PARTIC
1232205070001;COMER
123224371004;PARTIC
1232205015001;COMER
1232205040001;COMER
1232343410002;PARTIC
1230233671003;PARTIC
1229636171003;PARTIC
1232927171002;PARTIC
1232815371003;PARTIC
123252;PARTIC
1232827470001;PARTIC
1233541871003;PARTIC
1230257871004;PARTIC
1233702571003;PARTIC
1230272371002;PARTIC
1233826410001;PARTIC
1232542873001;PARTIC
1234015771004;PARTIC
1233877270003;COMER
1233079671004;PARTIC
1233043371004;PARTIC
1230160571005;PARTIC
1230172671003;PARTIC
123110;PARTIC
1233079670008;PARTIC
1234215171003;PARTIC
1234241771001;PARTIC
1232404471002;PARTIC
1229524371001;PARTIC
1232516270001;OUTROS
123439;PARTIC
1231118471001;PARTIC
123394;PARTIC
1234870004;PARTIC
1234871002;PARTIC
1230306771004;PARTIC
1235576171001;PARTIC
12359;PARTIC
1236076671002;PARTIC
1236249415001;IND TRANSF
1236249470002;IND TRANSF
1234103310001;PARTIC
1234139671002;PARTIC
1233938271001;PARTIC
1230345471003;PARTIC
123581;PARTIC
1236349171003;PARTIC
123768;PARTIC
123785773001;PARTIC
123626;PARTIC
124036071003;PARTIC
1236986070005;PARTIC
123858871003;PARTIC
1239173310001;PARTIC
1232068510001;PARTIC
1239419209001;PARTIC
1240427671005;PARTIC
1240539471002;PARTIC
1233315871002;PARTIC
1239419210001;PARTIC
1239419215001;PARTIC
123955;NULL
124011;PARTIC
1232766471004;PARTIC
1240315810001;PARTIC
1236312870002;PARTIC
1241054410001;PARTIC
1240853071001;PARTIC
1241054471002;PARTIC
1236986071001;PARTIC
12404;PARTIC
1237511210001;PARTIC
1240964871001;PARTIC
123813;PARTIC
123846771003;PARTIC
1241081071003;PARTIC
1241127571005;PARTIC
1241154171004;PARTIC
1241178371002;PARTIC
1241203071003;PARTIC
1241652671002;PARTIC
1241888371004;PARTIC
1241988071001;PARTIC
1242065571001;PARTIC
1242114471003;PARTIC
1242177371001;PARTIC
1242490971004;PARTIC
1242551971003;PARTIC
1242588210001;PARTIC
1242588271003;PARTIC
1242663710001;PARTIC
1242675871002;PARTIC
1242724771001;PARTIC
1243375771003;PARTIC
124340;PARTIC
1244187471003;PARTIC
1244598310001;PARTIC
1244685971001;PARTIC
124473570001;PARTIC
1240964871004;PARTIC
124323071005;PARTIC
124473571004;PARTIC
124482;PARTIC
1240976971002;PARTIC
1244997171002;PARTIC
1245135671005;PARTIC
1245198571001;PARTIC
124527;PARTIC
1245274015001;PARTIC
1245335071001;PARTIC
1245361670001;IND TRANSF
1245361670002;IND TRANSF
1245546571001;PARTIC
1245660771001;PARTIC
1245760470002;PARTIC
1241526371003;PARTIC
1245760471005;PARTIC
1244960871002;PARTIC
124497771002;PARTIC
1245274071001;PARTIC
124534571004;PARTIC
1245945371002;PARTIC
1246022871007;PARTIC
124669;PARTIC
124714;PARTIC
124153;PARTIC
1247284171003;PARTIC
1246633110001;PARTIC
1248531415005;PARTIC
1246971001;PARTIC
124856;PARTIC
124719471001;PARTIC
1248604570001;PARTIC
1248604571001;PARTIC
1247768171002;PARTIC
1242413571001;PARTIC
1246334071003;PARTIC
1246433771004;PARTIC
1246445810001;PARTIC
1249155870001;PARTIC
1248429371002;PARTIC
1248482571001;PARTIC
124295;PARTIC
1248504871001;PARTIC
1246260971001;PARTIC
1246285171003;PARTIC
1246297271002;PARTIC
1249155871003;PARTIC
1249304471004;PARTIC
1249615671001;PARTIC
1247245471001;PARTIC
1249727471002;PARTIC
1248118170001;PARTIC
1246307471002;PARTIC
1249841671002;PARTIC
1246321971003;PARTIC
1249880371001;PARTIC
1249941370002;SERV
1249155871004;PARTIC
1249965571001;PARTIC
1249880371002;PARTIC
1250052470001;PARTIC
1250548573002;PARTIC
1250076671002;PARTIC
1250201071001;PARTIC
1250201071002;PARTIC
1247284171002;PARTIC
1249678571001;PARTIC
1250300771004;PARTIC
1249992171001;PARTIC
1249802910001;PARTIC
1250037971001;PARTIC
1250300771005;PARTIC
1250351571001;PARTIC
1250463310001;PARTIC
1250475471001;PARTIC
1250512271001;PARTIC
1248118171004;PARTIC
125054;NULL
1249953471002;PARTIC
1250609571004;PARTIC
1249965571002;PARTIC
124998;PARTIC
1250898471002;PARTIC
1251051471002;PARTIC
1251498673001;PARTIC
1251498673002;PARTIC
1251559671003;PARTIC
1250662771001;PARTIC
1249926871002;PARTIC
125158971009;PARTIC
125161371003;PARTIC
1250709271001;PARTIC
1250862171001;PARTIC
125273171002;PARTIC
1249989771001;PARTIC
1251934270001;PARTIC
125210271005;PARTIC
1251498671001;PARTIC
125196;NULL
125297371003;PARTIC
1252310810001;PARTIC
1253871271001;PARTIC
125241;PARTIC
1251012771003;PARTIC
1251012771004;PARTIC
1251036970001;PARTIC
1253158871001;PARTIC
125319671003;PARTIC
1251562070001;PARTIC
1251562071004;PARTIC
125384971007;PARTIC
1254060571001;PARTIC
1254072671001;PARTIC
1252310871001;PARTIC
125234471001;PARTIC
125397071001;PARTIC
1254058170002;PARTIC
1254072673002;PARTIC
125383;PARTIC
125372871005;PARTIC
1255529071003;PARTIC
1254058171004;PARTIC
12546;PARTIC
1255893471003;PARTIC
1255993171002;PARTIC
1256029570012;COMER
125322071008;PARTIC
125197671004;PARTIC
1255195571001;PARTIC
1255803971001;PARTIC
1256379471002;PARTIC
1256615671006;PARTIC
1256381871004;PARTIC
1255781671004;PARTIC
1255830571001;PARTIC
1256693071001;PARTIC
1256404171002;PARTIC
1256282171001;PARTIC
125757;NULL
1256367371002;PARTIC
1256170310001;PARTIC
125428;PARTIC
1258115171006;PARTIC
1258389510001;PARTIC
1258438471006;PARTIC
125802;NULL
1258489271002;PARTIC
1255881371001;PARTIC
1258691071001;PARTIC
1256479171003;PARTIC
1258564771004;PARTIC
1256880371002;PARTIC
1257116170001;CONSTR
1257166971001;PARTIC
1257230371005;PARTIC
125615;NULL
1256503871001;PARTIC
1258790770001;COMER
1257403110001;PARTIC
1256593371001;PARTIC
125883471002;PARTIC
1256328671001;PARTIC
1257864871001;PARTIC
12580771006;PARTIC
125944;PARTIC
1259464071002;PARTIC
1259488271003;PARTIC
126058271004;PARTIC
1259313570002;PROM IMOB
1258987710001;PARTIC
1263627771001;PARTIC
1263654371003;PARTIC
1263802971004;PARTIC
1260968571001;PARTIC
126097;PARTIC
126107171004;PARTIC
126121671005;PARTIC
126142;NULL
1261471002;PARTIC
126196671002;PARTIC
126245571001;PARTIC
126257670001;PARTIC
